# Order Pixel Wavelength(vac)
21 670 4476.4771 
21 688 4477.0213 
21 736 4478.4725 
21 770 4479.6599 
21 783 4479.8523 
21 797 4480.2827 
21 818 4480.8946 
21 833 4481.5232 
21 849 4481.8025 
21 859 4482.0863 
21 893 4483.0679 
21 905 4483.4267 
21 946 4484.6047 
21 962 4485.0708 
21 1029 4486.9717 
21 1071 4488.1561 
21 1093 4488.7545 
21 1122 4489.5715 
21 1136 4489.9402 
21 1171 4490.9241 
21 1220 4492.2412 
21 1262 4493.3609 
21 1283 4493.9351 
21 1308 4494.5942 
21 1336 4495.3339 
21 1359 4495.9516 
21 1394 4496.8556 
21 1426 4497.5768 
21 1484 4499.1761 
21 1494 4499.4154 
21 1509 4499.7993 
21 1525 4500.2022 
21 1542 4500.6418 
21 1555 4500.9659 
21 1566 4501.2455 
21 1590 4501.8436 
21 1685 4504.1896 
21 1697 4504.4765 
21 1741 4505.5322 
21 1756 4505.8941 
21 1781 4506.4804 
21 1797 4506.8696 
21 1834 4507.7370 
21 1892 4509.0957 
21 1909 4509.3000 
21 1985 4511.2236 
21 2019 4511.9980 
22 35 4499.1761 
22 53 4499.7993 
22 65 4500.2022 
22 77 4500.6418 
22 95 4501.2455 
22 181 4504.1896 
22 232 4505.8941 
22 249 4506.4804 
22 288 4507.7370 
22 328 4509.0957 
22 394 4511.2236 
22 417 4511.9980 
22 473 4513.7487 
22 496 4514.4889 
22 510 4514.9458 
22 522 4515.3232 
22 538 4515.8165 
22 556 4516.3845 
22 572 4516.8938 
22 586 4517.3306 
22 633 4518.8032 
22 660 4519.6097 
22 690 4520.5266 
22 706 4521.0192 
22 754 4522.4617 
22 771 4523.0087 
22 791 4523.5910 
22 852 4525.3976 
22 876 4526.1067 
22 897 4526.7146 
22 966 4528.7130 
22 986 4529.2905 
22 1020 4530.2440 
22 1038 4530.7543 
22 1075 4531.8226 
22 1105 4532.4650 
22 1117 4532.9841 
22 1136 4533.5285 
22 1166 4534.3479 
22 1204 4535.3911 
22 1214 4535.6739 
22 1254 4536.7622 
22 1273 4537.2516 
22 1283 4537.5300 
22 1305 4538.1321 
22 1316 4538.4169 
22 1335 4538.9132 
22 1375 4539.9827 
22 1395 4540.5017 
22 1436 4541.5865 
22 1446 4541.8405 
22 1463 4542.2721 
22 1476 4542.6231 
22 1486 4542.8888 
22 1504 4543.3246 
22 1557 4544.6891 
22 1575 4545.1441 
22 1601 4545.7882 
22 1625 4546.3258 
22 1657 4547.1901 
22 1689 4547.9503 
22 1712 4548.5246 
22 1733 4549.0331 
22 1756 4549.6011 
22 1783 4550.2558 
22 1810 4550.9016 
22 1834 4551.4600 
22 1889 4552.7495 
22 1904 4553.0957 
22 1918 4553.4296 
22 1931 4553.7231 
22 1949 4554.3048 
22 1966 4554.5403 
23 6 4542.2721 
23 22 4542.8888 
23 88 4545.1441 
23 122 4546.3258 
23 146 4547.1901 
23 168 4547.9503 
23 186 4548.5246 
23 201 4549.0331 
23 218 4549.6011 
23 255 4550.9016 
23 312 4552.7495 
23 332 4553.4296 
23 365 4554.5403 
23 444 4557.0896 
23 462 4557.6644 
23 523 4559.6235 
23 553 4560.5900 
23 607 4562.2908 
23 618 4562.6262 
23 642 4563.3590 
23 681 4564.5706 
23 696 4565.0060 
23 717 4565.6848 
23 811 4568.5203 
23 841 4569.4229 
23 854 4569.8039 
23 875 4570.4283 
23 937 4572.2532 
23 956 4572.8123 
23 971 4573.2392 
23 1003 4574.1760 
23 1031 4574.9856 
23 1043 4575.3098 
23 1053 4575.5877 
23 1086 4576.7080 
23 1143 4578.0231 
23 1176 4579.1893 
23 1214 4580.1027 
23 1251 4581.1105 
23 1271 4581.6911 
23 1300 4582.4569 
23 1401 4585.1590 
23 1420 4585.6516 
23 1556 4589.1810 
23 1577 4589.7118 
23 1594 4590.1295 
23 1611 4590.4081 
23 1634 4591.1837 
23 1696 4592.8650 
23 1731 4593.3821 
23 1747 4593.9528 
23 1759 4594.2443 
23 1773 4594.7346 
23 1788 4594.9308 
23 1862 4596.7082 
23 1891 4597.3850 
23 1991 4599.7238 
23 2006 4600.0509 
24 59 4589.1810 
24 75 4589.7118 
24 118 4591.1837 
24 197 4593.9528 
24 225 4594.9308 
24 278 4596.7082 
24 299 4597.3850 
24 378 4600.0509 
24 416 4601.3100 
24 443 4602.1607 
24 513 4604.4341 
24 597 4607.1140 
24 618 4607.7926 
24 646 4608.6687 
24 664 4609.2256 
24 686 4609.9110 
24 718 4610.8582 
24 751 4611.9187 
24 772 4612.5354 
24 792 4613.1516 
24 850 4614.8967 
24 867 4615.3900 
24 897 4616.3167 
24 908 4616.6269 
24 926 4617.1767 
24 946 4617.7455 
24 974 4618.5908 
24 1025 4620.2065 
24 1049 4620.7733 
24 1076 4621.5349 
24 1108 4622.4572 
24 1126 4622.9500 
24 1165 4624.0362 
24 1178 4624.4117 
24 1193 4624.8509 
24 1206 4625.1861 
24 1221 4625.6092 
24 1234 4625.9729 
24 1248 4626.3492 
24 1264 4626.7893 
24 1330 4628.5939 
24 1372 4629.7370 
24 1407 4630.6720 
24 1422 4631.0656 
24 1437 4631.4638 
24 1455 4631.9364 
24 1469 4632.3189 
24 1493 4632.9392 
24 1575 4635.0635 
24 1585 4635.3214 
24 1612 4635.9027 
24 1713 4638.5310 
24 1749 4639.4247 
24 1772 4639.9837 
24 1793 4640.4938 
24 1806 4640.8180 
24 1821 4641.1949 
24 1878 4642.5533 
24 1893 4642.8993 
24 1976 4644.8569 
24 2025 4646.0078 
25 1 4633.0588 
25 59 4635.0635 
25 158 4638.5310 
25 184 4639.4247 
25 199 4639.9837 
25 224 4640.8180 
25 234 4641.1949 
25 274 4642.5533 
25 342 4644.8569 
25 377 4646.0078 
25 437 4647.9874 
25 447 4648.3682 
25 475 4649.2578 
25 546 4651.5361 
25 558 4651.9324 
25 568 4652.2246 
25 581 4652.8577 
25 600 4653.2920 
25 642 4654.6093 
25 703 4656.5134 
25 746 4657.8556 
25 788 4659.2050 
25 805 4659.6825 
25 844 4660.8744 
25 912 4662.8986 
25 924 4663.2658 
25 945 4663.8989 
25 966 4664.5080 
25 1026 4666.2763 
25 1052 4667.0224 
25 1062 4667.3112 
25 1079 4667.8221 
25 1089 4668.1049 
25 1137 4669.4784 
25 1179 4670.6632 
25 1190 4670.9730 
25 1201 4671.2915 
25 1236 4672.2516 
25 1289 4673.7451 
25 1334 4674.9691 
25 1375 4676.0806 
25 1397 4676.6847 
25 1423 4677.3644 
25 1457 4678.2812 
25 1505 4679.5447 
25 1534 4680.3115 
25 1582 4681.5477 
25 1620 4682.5278 
25 1631 4682.8074 
25 1647 4683.3886 
25 1661 4683.5864 
25 1679 4684.0428 
25 1704 4684.6625 
25 1756 4685.9485 
25 1773 4686.3856 
25 1786 4686.6863 
25 1819 4687.5061 
25 1835 4687.8831 
25 1913 4689.7711 
25 1946 4690.5642 
25 1992 4691.6469 
25 2004 4691.9347 
25 2023 4692.3644 
26 50 4681.5477 
26 85 4682.8074 
26 107 4683.5864 
26 119 4684.0428 
26 137 4684.6625 
26 218 4687.5061 
26 284 4689.7711 
26 307 4690.5642 
26 347 4691.9347 
26 360 4692.3644 
26 377 4692.9483 
26 451 4695.4051 
26 480 4696.3520 
26 493 4696.7682 
26 530 4698.1267 
26 547 4698.5273 
26 558 4698.9099 
26 578 4699.5396 
26 657 4702.0865 
26 691 4703.1599 
26 706 4703.6320 
26 721 4704.0938 
26 739 4704.6737 
26 760 4705.3060 
26 817 4707.0774 
26 833 4707.5679 
26 843 4707.8940 
26 883 4709.0907 
26 900 4709.6113 
26 939 4710.7989 
26 984 4712.1411 
26 1009 4712.7366 
26 1024 4713.3241 
26 1040 4713.8000 
26 1053 4714.1597 
26 1085 4715.1102 
26 1116 4715.9906 
26 1138 4716.7502 
26 1164 4717.3813 
26 1211 4718.7104 
26 1254 4719.9366 
26 1332 4722.1018 
26 1350 4722.5974 
26 1362 4722.9122 
26 1380 4723.4096 
26 1429 4724.7596 
26 1443 4725.1052 
26 1479 4726.0941 
26 1524 4727.2650 
26 1558 4728.1904 
26 1596 4729.1715 
26 1607 4729.4557 
26 1646 4730.4510 
26 1684 4731.4150 
26 1706 4731.9950 
26 1722 4732.5190 
26 1761 4733.3767 
26 1842 4735.3700 
26 1919 4737.2302 
26 1986 4738.8558 
26 2003 4739.2424 
26 2026 4739.7959 
27 19 4728.1904 
27 53 4729.4557 
27 81 4730.4510 
27 108 4731.4150 
27 124 4731.9950 
27 143 4732.5190 
27 163 4733.3767 
27 219 4735.3700 
27 273 4737.2302 
27 320 4738.8558 
27 331 4739.2424 
27 347 4739.7959 
27 366 4740.4378 
27 382 4741.0020 
27 408 4741.8551 
27 420 4742.2846 
27 431 4742.6301 
27 455 4743.4440 
27 503 4745.0282 
27 552 4746.6647 
27 622 4748.9455 
27 672 4750.5284 
27 696 4751.2997 
27 773 4753.7431 
27 912 4758.0328 
27 929 4758.5500 
27 960 4759.4801 
27 1012 4761.0196 
27 1059 4762.4415 
27 1171 4765.6786 
27 1188 4766.1968 
27 1214 4766.9276 
27 1250 4767.9333 
27 1305 4769.4998 
27 1385 4771.7235 
27 1400 4772.1321 
27 1490 4774.5756 
27 1528 4775.5862 
27 1550 4776.1677 
27 1568 4776.6480 
27 1586 4777.1292 
27 1606 4777.6568 
27 1624 4778.1147 
27 1640 4778.5272 
27 1683 4779.6298 
27 1696 4779.9742 
27 1739 4781.0650 
27 1766 4781.7529 
27 1779 4782.0871 
27 1793 4782.6269 
27 1810 4782.8628 
27 1860 4784.0984 
27 1905 4785.1992 
27 1963 4786.6149 
27 2000 4787.4880 
27 2016 4787.8693 
27 2032 4788.0632 
28 11 4776.6480 
28 24 4777.1292 
28 62 4778.5272 
28 92 4779.6298 
28 151 4781.7529 
28 182 4782.8628 
28 217 4784.0984 
28 248 4785.1992 
28 288 4786.6149 
28 313 4787.4880 
28 324 4787.8693 
28 342 4788.4863 
28 407 4790.7256 
28 428 4791.4156 
28 438 4791.7765 
28 471 4792.8552 
28 487 4793.4214 
28 522 4794.5845 
28 536 4795.0090 
28 603 4797.2538 
28 613 4797.5836 
28 652 4798.8384 
28 691 4800.0747 
28 731 4801.3962 
28 763 4802.3937 
28 814 4804.0138 
28 855 4805.2987 
28 897 4806.5892 
28 923 4807.3635 
28 992 4809.4775 
28 1041 4810.9583 
28 1134 4813.7206 
28 1156 4814.3521 
28 1187 4815.2417 
28 1222 4816.2668 
28 1241 4816.8093 
28 1296 4818.3668 
28 1311 4818.7903 
28 1341 4819.6421 
28 1353 4819.9944 
28 1419 4821.8120 
28 1434 4822.2317 
28 1448 4822.6200 
28 1460 4822.9352 
28 1470 4823.2122 
28 1506 4824.2025 
28 1519 4824.5302 
28 1534 4824.9543 
28 1549 4825.3449 
28 1573 4825.9966 
28 1589 4826.4079 
28 1651 4828.0492 
28 1669 4828.5144 
28 1727 4830.0089 
28 1771 4831.1469 
28 1824 4832.4712 
28 1843 4832.9477 
28 1891 4834.1532 
28 1907 4834.5291 
28 1933 4835.1780 
28 1944 4835.4478 
28 1984 4836.4265 
29 9 4826.4079 
29 55 4828.0492 
29 139 4831.1469 
29 176 4832.4712 
29 189 4832.9477 
29 223 4834.1532 
29 233 4834.5291 
29 260 4835.4478 
29 334 4838.0473 
29 354 4838.7637 
29 443 4841.8230 
29 454 4842.1953 
29 493 4843.5205 
29 519 4844.3763 
29 545 4845.2945 
29 565 4846.1090 
29 582 4846.5163 
29 648 4848.6806 
29 663 4849.1639 
29 680 4849.7170 
29 704 4850.4948 
29 726 4851.2166 
29 744 4851.7947 
29 783 4853.0334 
29 820 4854.2243 
29 844 4854.9647 
29 926 4857.5130 
29 984 4859.3055 
29 997 4859.6899 
29 1092 4862.5746 
29 1109 4863.0753 
29 1133 4863.7912 
29 1158 4864.5210 
29 1201 4865.7896 
29 1237 4866.8365 
29 1252 4867.2701 
29 1276 4867.9559 
29 1309 4868.9150 
29 1344 4869.8876 
29 1356 4870.2413 
29 1442 4872.6497 
29 1457 4873.0405 
29 1469 4873.3917 
29 1501 4874.2778 
29 1555 4875.7257 
29 1648 4878.3637 
29 1658 4878.4820 
29 1672 4878.8620 
29 1692 4879.3718 
29 1720 4880.0956 
29 1744 4880.7125 
29 1765 4881.2263 
29 1816 4882.5676 
29 1842 4883.2165 
29 1857 4883.6073 
29 1949 4885.9155 
29 2021 4887.4960 
30 22 4877.8569 
30 45 4878.4820 
30 69 4879.3718 
30 88 4880.0956 
30 119 4881.2263 
30 155 4882.5676 
30 173 4883.2165 
30 183 4883.6073 
30 246 4885.9155 
30 297 4887.4960 
30 313 4888.2309 
30 375 4890.4072 
30 387 4890.8558 
30 482 4894.1254 
30 502 4894.8118 
30 547 4896.3218 
30 675 4900.6082 
30 762 4903.4232 
30 785 4904.1634 
30 798 4904.4273 
30 846 4906.1209 
30 924 4908.5795 
30 1020 4911.5287 
30 1041 4912.1640 
30 1060 4912.7501 
30 1081 4913.4143 
30 1098 4913.9008 
30 1157 4915.6871 
30 1195 4916.7878 
30 1209 4917.1902 
30 1346 4921.1893 
30 1375 4921.9974 
30 1410 4922.9874 
30 1431 4923.6017 
30 1457 4924.3186 
30 1501 4925.5417 
30 1547 4926.8005 
30 1566 4927.3252 
30 1577 4927.6282 
30 1616 4928.6743 
30 1634 4929.1559 
30 1668 4930.0574 
30 1683 4930.4620 
30 1717 4931.3612 
30 1842 4934.5859 
30 1867 4935.2294 
30 1886 4935.7080 
30 1956 4937.4610 
30 1984 4938.1531 
30 1994 4938.2666 
30 2027 4939.2077 
31 12 4929.1559 
31 36 4930.0574 
31 47 4930.4620 
31 71 4931.3612 
31 158 4934.5859 
31 175 4935.2294 
31 187 4935.7080 
31 236 4937.4610 
31 255 4938.1531 
31 283 4939.2077 
31 303 4939.8831 
31 325 4940.6493 
31 335 4941.0208 
31 371 4942.2859 
31 385 4942.7952 
31 428 4944.3006 
31 502 4946.8388 
31 537 4948.0444 
31 617 4950.7788 
31 643 4951.6329 
31 654 4952.0081 
31 716 4954.0731 
31 754 4955.3132 
31 767 4955.7226 
31 791 4956.4924 
31 883 4959.4810 
31 927 4960.8620 
31 988 4962.7673 
31 999 4963.1107 
31 1010 4963.4468 
31 1023 4963.8554 
31 1038 4964.3122 
31 1077 4965.5038 
31 1107 4966.4649 
31 1130 4967.1172 
31 1183 4968.7221 
31 1194 4969.0408 
31 1231 4970.1397 
31 1243 4970.4959 
31 1276 4971.4656 
31 1347 4973.5473 
31 1368 4974.1428 
31 1396 4974.7805 
31 1504 4977.9824 
31 1533 4978.7794 
31 1563 4979.6155 
31 1581 4980.1102 
31 1635 4981.5755 
31 1656 4982.1459 
31 1697 4983.2657 
31 1708 4983.5398 
31 1721 4983.8776 
31 1821 4986.5150 
31 1831 4986.7632 
31 1853 4987.3397 
31 1868 4987.7257 
31 1900 4988.5384 
31 1986 4990.7006 
32 12 4982.1459 
32 58 4983.8776 
32 134 4986.7632 
32 150 4987.3397 
32 182 4988.5384 
32 241 4990.7006 
32 318 4993.5185 
32 332 4994.0263 
32 363 4995.1390 
32 373 4995.4991 
32 386 4995.9630 
32 426 4997.3714 
32 442 4997.9272 
32 519 5000.6333 
32 549 5001.6411 
32 584 5002.8385 
32 603 5003.4924 
32 626 5004.2889 
32 647 5004.9937 
32 718 5007.3730 
32 785 5009.5868 
32 820 5010.7315 
32 839 5011.3342 
32 854 5011.8150 
32 870 5012.3446 
32 886 5012.8752 
32 911 5013.6734 
32 939 5014.5631 
32 980 5015.8467 
32 995 5016.3200 
32 1006 5016.6776 
32 1026 5017.2884 
32 1047 5017.9349 
32 1066 5018.5619 
32 1082 5019.0332 
32 1096 5019.4531 
32 1153 5021.2062 
32 1177 5021.9461 
32 1201 5022.6535 
32 1226 5023.4057 
32 1264 5024.5313 
32 1283 5025.1095 
32 1367 5027.5603 
32 1395 5028.3568 
32 1420 5029.0797 
32 1454 5030.0580 
32 1466 5030.4144 
32 1497 5031.2944 
32 1526 5032.1030 
32 1542 5032.5496 
32 1639 5035.2151 
32 1695 5036.7417 
32 1747 5038.1330 
32 1768 5038.6903 
32 1806 5039.7069 
32 1842 5040.6355 
32 1853 5040.9318 
32 1891 5042.0862 
32 1920 5042.5282 
32 1960 5043.8220 
32 2010 5044.9219 
33 61 5038.1330 
33 102 5039.7069 
33 126 5040.6355 
33 160 5042.0862 
33 177 5042.5282 
33 206 5043.8220 
33 240 5044.9209 
33 259 5045.7487 
33 273 5046.1261 
33 288 5046.6554 
33 337 5048.4507 
33 347 5048.8336 
33 413 5051.2041 
33 441 5052.1925 
33 472 5053.2972 
33 567 5056.6286 
33 615 5058.2719 
33 648 5059.3966 
33 659 5059.7711 
33 675 5060.3087 
33 744 5062.6337 
33 757 5063.0675 
33 768 5063.4483 
33 795 5064.3440 
33 813 5064.9272 
33 846 5066.0140 
33 856 5066.3574 
33 893 5067.5480 
33 913 5068.1899 
33 924 5068.5505 
33 950 5069.3867 
33 977 5070.2425 
33 993 5070.7517 
33 1028 5071.8662 
33 1098 5074.0430 
33 1112 5074.2957 
33 1163 5076.0612 
33 1190 5076.8807 
33 1302 5080.2589 
33 1312 5080.5532 
33 1338 5081.3239 
33 1378 5082.5004 
33 1390 5082.8625 
33 1401 5083.1884 
33 1412 5083.5037 
33 1435 5084.0391 
33 1480 5085.4514 
33 1494 5085.8437 
33 1514 5086.4110 
33 1543 5087.2569 
33 1555 5087.5952 
33 1647 5090.1359 
33 1665 5090.6378 
33 1696 5091.4701 
33 1712 5091.9136 
33 1775 5093.5930 
33 1869 5096.1098 
33 1884 5096.4940 
33 1914 5097.2650 
33 1938 5097.9052 
33 1953 5098.2720 
33 1999 5099.4640 
34 9 5091.4701 
34 20 5091.9136 
34 64 5093.5930 
34 139 5096.4940 
34 159 5097.2650 
34 176 5097.9052 
34 217 5099.4640 
34 286 5102.0427 
34 300 5102.5513 
34 452 5108.0905 
34 539 5111.1572 
34 562 5111.9770 
34 583 5112.7026 
34 692 5116.4700 
34 706 5116.9517 
34 729 5117.7217 
34 758 5118.7183 
34 884 5122.9075 
34 915 5123.9269 
34 930 5124.3990 
34 1003 5126.9176 
34 1016 5127.1945 
34 1038 5128.0810 
34 1102 5129.9188 
34 1122 5130.5120 
34 1136 5130.9812 
34 1146 5131.2745 
34 1158 5131.6632 
34 1215 5133.5750 
34 1252 5134.5353 
34 1273 5135.1810 
34 1306 5136.1766 
34 1334 5137.0153 
34 1352 5137.5521 
34 1398 5138.9045 
34 1449 5140.3891 
34 1489 5141.5586 
34 1511 5142.2058 
34 1529 5142.6974 
34 1547 5143.2151 
34 1599 5144.7002 
34 1622 5145.3495 
34 1672 5146.7414 
34 1699 5147.4894 
34 1746 5148.5685 
34 1778 5149.6457 
34 1815 5150.6414 
34 1838 5151.2426 
34 1872 5152.1350 
34 1898 5152.8260 
34 1920 5153.4026 
34 1954 5154.2960 
34 1996 5155.3673 
34 2008 5155.6788 
35 50 5149.6457 
35 76 5150.6414 
35 91 5151.2426 
35 114 5152.1350 
35 132 5152.8260 
35 206 5155.6788 
35 222 5156.3345 
35 323 5160.0412 
35 402 5162.9774 
35 423 5163.7230 
35 435 5164.1848 
35 454 5164.8967 
35 481 5165.8399 
35 519 5167.2116 
35 544 5168.0944 
35 598 5170.0262 
35 608 5170.3621 
35 710 5173.9193 
35 745 5175.1125 
35 756 5175.6838 
35 766 5175.8111 
35 778 5176.2403 
35 794 5176.7661 
35 820 5177.6707 
35 842 5178.4030 
35 888 5179.9223 
35 956 5182.1638 
35 996 5183.4806 
35 1011 5183.9703 
35 1029 5184.5332 
35 1057 5185.4334 
35 1071 5185.8973 
35 1117 5187.3421 
35 1133 5187.8576 
35 1163 5188.7820 
35 1175 5189.1910 
35 1195 5189.8105 
35 1277 5192.3176 
35 1293 5192.8113 
35 1313 5193.4320 
35 1338 5194.1933 
35 1368 5195.2720 
35 1396 5195.9041 
35 1441 5197.2605 
35 1463 5197.8918 
35 1490 5198.6833 
35 1544 5200.2474 
35 1556 5200.6116 
35 1663 5203.6420 
35 1723 5205.2969 
35 1745 5205.8924 
35 1770 5206.6015 
35 1805 5207.5442 
35 1820 5207.9453 
35 1831 5208.2493 
35 1856 5209.1179 
35 1868 5209.2516 
35 1940 5211.1750 
35 1998 5212.6813 
36 10 5205.8924 
36 28 5206.6015 
36 67 5208.1123 
36 144 5211.1750 
36 183 5212.6813 
36 212 5213.7984 
36 239 5214.8008 
36 330 5218.2665 
36 375 5219.9800 
36 391 5220.5630 
36 404 5221.0420 
36 424 5221.7619 
36 435 5222.1603 
36 450 5222.7250 
36 466 5223.3180 
36 477 5223.7167 
36 553 5226.4662 
36 583 5227.5445 
36 595 5227.9805 
36 643 5229.6800 
36 665 5230.4508 
36 708 5231.9569 
36 728 5232.6158 
36 787 5234.6823 
36 813 5235.5640 
36 856 5237.1746 
36 895 5238.3110 
36 906 5238.6911 
36 926 5239.3615 
36 953 5240.2721 
36 976 5241.0106 
36 995 5241.6554 
36 1044 5243.2450 
36 1054 5243.5485 
36 1072 5244.1420 
36 1105 5245.2001 
36 1156 5246.8379 
36 1203 5248.3317 
36 1214 5248.6577 
36 1228 5249.1153 
36 1239 5249.4470 
36 1289 5251.0069 
36 1340 5252.5667 
36 1350 5252.8646 
36 1374 5253.6000 
36 1417 5254.8991 
36 1440 5255.5712 
36 1452 5255.9285 
36 1492 5257.1400 
36 1523 5258.0279 
36 1584 5259.8238 
36 1634 5261.2399 
36 1645 5261.5682 
36 1684 5262.6568 
36 1694 5262.9362 
36 1709 5263.3632 
36 1735 5264.0864 
36 1765 5264.9430 
36 1795 5265.7700 
36 1813 5266.2472 
36 1883 5268.1760 
36 1901 5268.6293 
36 1931 5269.4240 
36 1942 5269.7120 
36 1998 5271.2280 
37 29 5265.7700 
37 41 5266.2472 
37 89 5268.1760 
37 101 5268.6293 
37 121 5269.4240 
37 166 5271.2280 
37 188 5272.2980 
37 279 5275.5865 
37 358 5278.6144 
37 368 5278.9689 
37 464 5282.5383 
37 479 5283.0992 
37 583 5286.9090 
37 623 5288.3577 
37 700 5291.0945 
37 712 5291.5271 
37 763 5293.2889 
37 801 5294.6093 
37 821 5295.2887 
37 837 5295.8702 
37 858 5296.5619 
37 881 5297.3660 
37 908 5298.2650 
37 926 5298.8815 
37 936 5299.2171 
37 952 5299.7567 
37 976 5300.5549 
37 1027 5302.2493 
37 1046 5302.8793 
37 1097 5304.5244 
37 1110 5304.9592 
37 1179 5307.1618 
37 1220 5308.4629 
37 1235 5308.9421 
37 1254 5309.5510 
37 1324 5311.7441 
37 1344 5312.3437 
37 1354 5312.6494 
37 1398 5314.0068 
37 1411 5314.3825 
37 1455 5315.7361 
37 1585 5319.5899 
37 1596 5319.9064 
37 1654 5321.5785 
37 1677 5322.2501 
37 1697 5322.7962 
37 1716 5323.3530 
37 1752 5324.3796 
37 1770 5324.8811 
37 1787 5325.3320 
37 1833 5326.6252 
37 1844 5326.9129 
37 1874 5327.7591 
37 1900 5328.4575 
37 1940 5329.3424 
37 1989 5330.8570 
37 2002 5331.1818 
37 2016 5331.5630 
38 43 5326.9129 
38 64 5327.7591 
38 81 5328.4575 
38 152 5331.1818 
38 185 5332.5250 
38 245 5334.8681 
38 311 5337.4000 
38 368 5339.5910 
38 415 5341.3810 
38 431 5341.9837 
38 514 5345.0674 
38 589 5347.8648 
38 618 5348.9180 
38 641 5349.7511 
38 661 5350.4931 
38 681 5351.2050 
38 695 5351.6929 
38 721 5352.6148 
38 802 5355.4660 
38 820 5356.0908 
38 850 5357.1259 
38 913 5359.3000 
38 930 5359.8699 
38 950 5360.5561 
38 982 5361.6407 
38 1012 5362.6468 
38 1035 5363.2570 
38 1055 5364.0665 
38 1102 5365.6340 
38 1124 5366.3500 
38 1143 5366.9770 
38 1181 5368.1991 
38 1236 5369.9628 
38 1261 5370.7748 
38 1307 5372.2030 
38 1320 5372.6173 
38 1348 5373.5010 
38 1371 5374.1968 
38 1439 5376.3164 
38 1457 5376.8472 
38 1471 5377.2637 
38 1504 5378.2760 
38 1547 5379.5720 
38 1582 5380.6061 
38 1659 5382.8672 
38 1693 5383.8270 
38 1713 5384.4242 
38 1752 5385.5327 
38 1764 5385.8713 
38 1826 5387.6091 
38 1843 5388.2863 
38 1856 5388.2863 
38 1895 5389.5489 
38 1935 5390.6240 
38 1946 5390.9551 
38 1983 5391.9243 
38 1995 5392.2570 
38 2007 5392.5750 
39 26 5388.2863 
39 61 5389.5489 
39 90 5390.6240 
39 122 5391.9243 
39 210 5395.4715 
39 284 5398.4020 
39 300 5399.0171 
39 352 5401.1230 
39 368 5401.6470 
39 420 5403.6720 
39 432 5404.1071 
39 448 5404.7015 
39 542 5408.2584 
39 558 5408.8481 
39 613 5410.9050 
39 643 5411.9780 
39 675 5413.1500 
39 697 5413.9511 
39 783 5417.0280 
39 817 5418.2160 
39 839 5418.9917 
39 886 5420.6349 
39 950 5422.8590 
39 996 5424.4225 
39 1028 5425.5155 
39 1050 5426.2375 
39 1078 5427.1864 
39 1100 5427.9159 
39 1132 5428.9854 
39 1182 5430.6139 
39 1244 5432.6214 
39 1259 5433.1151 
39 1295 5434.2478 
39 1307 5434.6394 
39 1319 5435.2108 
39 1339 5435.6619 
39 1370 5436.6336 
39 1394 5437.4034 
39 1405 5437.7429 
39 1443 5438.8990 
39 1467 5439.6489 
39 1517 5441.1880 
39 1548 5442.1136 
39 1559 5442.4440 
39 1652 5445.2023 
39 1690 5446.3050 
39 1785 5449.0700 
39 1810 5449.7861 
39 1848 5450.9933 
39 1859 5451.1673 
39 1895 5452.1785 
39 1910 5452.6045 
39 1930 5453.1670 
39 2003 5455.2020 
40 14 5450.9933 
40 70 5453.1670 
40 116 5455.2020 
40 183 5457.8980 
40 335 5463.8552 
40 360 5464.8366 
40 372 5465.2880 
40 383 5465.7237 
40 440 5467.9528 
40 459 5468.6896 
40 510 5470.6180 
40 525 5471.2280 
40 554 5472.2793 
40 603 5474.1630 
40 661 5476.2555 
40 708 5478.0074 
40 738 5479.0756 
40 780 5480.5975 
40 862 5483.5200 
40 875 5484.0249 
40 900 5484.8742 
40 915 5485.4100 
40 928 5485.8350 
40 947 5486.5168 
40 979 5487.6260 
40 991 5488.0272 
40 1030 5489.3663 
40 1054 5490.1538 
40 1066 5490.6136 
40 1097 5491.6443 
40 1114 5492.1930 
40 1156 5493.5903 
40 1173 5494.1694 
40 1224 5495.8571 
40 1271 5497.4010 
40 1310 5498.6500 
40 1343 5499.7113 
40 1377 5500.7830 
40 1389 5501.1755 
40 1411 5501.8604 
40 1441 5502.8098 
40 1463 5503.4725 
40 1505 5504.7850 
40 1539 5505.8312 
40 1559 5506.4460 
40 1598 5507.6416 
40 1625 5508.4495 
40 1653 5509.2920 
40 1680 5510.0888 
40 1729 5511.5243 
40 1746 5512.0282 
40 1765 5512.5918 
40 1803 5513.7220 
40 1822 5514.2317 
40 1843 5514.8350 
40 1881 5515.9078 
40 1899 5516.4050 
40 1957 5518.1169 
40 2033 5520.2572 
41 17 5515.9078 
41 29 5516.4050 
41 112 5519.6850 
41 136 5520.8700 
41 197 5523.2871 
41 245 5525.2240 
41 274 5526.4912 
41 313 5527.9716 
41 332 5528.8305 
41 358 5529.7630 
41 375 5530.6331 
41 405 5531.6124 
41 445 5533.1086 
41 484 5534.7544 
41 519 5536.1234 
41 558 5537.5087 
41 592 5538.8280 
41 627 5540.1465 
41 645 5540.8003 
41 662 5541.4492 
41 693 5542.6857 
41 707 5543.1218 
41 743 5544.4296 
41 769 5545.4200 
41 802 5546.5905 
41 831 5547.6607 
41 860 5548.6746 
41 889 5549.7168 
41 979 5552.9137 
41 1019 5554.1651 
41 1042 5554.9582 
41 1056 5555.5651 
41 1100 5557.0741 
41 1145 5558.5889 
